doctor_id,user_id_fk,phone_number,specialty,license_number
23593,23593,99039296,Family Medicine,337ad6fc-6d41-4120-bd8c-57359bfbfa89
23594,23594,92335899,Ophthalmology,7671092a-88b4-413b-a045-6d62563b1667
23595,23595,84988342,Obstetrics and Gynaecology (O&G),674be6db-6825-4858-b2fd-b63432add751
23596,23596,92036102,General Practitioner,23c4ba74-e044-4623-88f4-afd1b59bc670
23597,23597,87143400,Orthopaedics,960f4501-47e4-4094-883a-052b7d4ead13
23598,23598,84420435,Orthopaedics,afa4c8ab-e9cc-45e5-80a2-9605e26b120c
23599,23599,98550037,Family Medicine,b7dd0da8-56ce-49d8-8641-c46ab7ef7448
23600,23600,99282166,Dermatology,8a7fe73a-9d8e-4995-a4e9-6bd98ab43cfd
23601,23601,98359586,Paediatrics,c62eeaa0-773d-447e-8346-b1f0ba1b50e1
23602,23602,80288437,Internal Medicine,95e20c48-d30c-4970-9ecd-ad988cd21659
23603,23603,90642662,Obstetrics and Gynaecology (O&G),ab9432dc-65be-4ab2-8ee6-60afa000578b
23604,23604,94021401,Dermatology,38ed187d-02a0-4581-baef-350878e36a50
23605,23605,89246425,Ophthalmology,2dd2b569-5665-4238-b17a-f06ec3403292
23606,23606,97618277,Cardiology,35651847-05d8-4fbd-a51e-5ad9365d9b47
23607,23607,97627187,General Practitioner,9aa29dab-8c64-415a-8ad5-a6c28100b3be
23608,23608,89703092,Ophthalmology,41a0d912-e12f-42f6-90be-66020b49beae
23609,23609,89107821,Paediatrics,77bd34c5-ad11-4b7a-a876-73bbcf7b959b
23610,23610,95000176,Family Medicine,62c96a08-055e-4d07-88d1-2661111ca5fd
23611,23611,86131466,Obstetrics and Gynaecology (O&G),0096256a-d855-4926-bfc3-1e32053111a1
23612,23612,84858895,Family Medicine,41d16108-a48d-4c04-bb44-0f895f1cd1cf
23613,23613,83234303,Dermatology,c3b8f9fc-1377-4901-b927-6a3bd79ac58e
23614,23614,91170066,General Practitioner,4a2771e0-67df-4387-b8af-e36f11077a71
23615,23615,89896719,Orthopaedics,f7d9e223-9b0a-4321-b8bf-9efb06edee49
23616,23616,90500284,Dermatology,2f3ee453-2773-4b9a-8ff7-612af6e0aa93
23617,23617,94210545,General Practitioner,f590c20e-0bb0-49b2-b97b-551a2b52da7c
23618,23618,96425487,Cardiology,fb1f70f4-0d6f-4dfc-8bb5-152031672545
23619,23619,87242757,Dermatology,32082df5-58e3-468b-85c5-e72096629f0a
23620,23620,86654790,General Practitioner,82eae064-f9f5-4f8b-8b89-c0d98a633d5a
23621,23621,97509711,Otorhinolaryngology (ENT),aae99c85-1e01-4d9b-86bb-2eac1c655d80
23622,23622,81318503,Obstetrics and Gynaecology (O&G),2a99e310-e834-4ecf-8778-b71471f3003d
23623,23623,86257924,Cardiology,e22b9a64-ab6c-443f-a74b-07bcd7752d92
23624,23624,89762351,Internal Medicine,85750bb8-8bf0-45d6-8a2b-911ad08fbffa
23625,23625,95607393,General Practitioner,d2d92a53-4c59-4a79-829a-47e7c0ba67eb
23626,23626,87407822,Obstetrics and Gynaecology (O&G),c66ace67-00bf-4fc8-be14-946df285eea2
23627,23627,96652563,Family Medicine,bdacd33c-3677-492a-904f-4e62ff2368dd
23628,23628,98421432,Dermatology,2e0e8887-9ba7-4556-81cc-d08083ded77d
23629,23629,92990075,General Practitioner,8f80ec79-d685-4808-a186-a41f7aa68891
23630,23630,92149485,Paediatrics,2bdfe990-9302-4131-b823-ab96b77417dc
23631,23631,96925472,Ophthalmology,f53a78f0-211b-4bf5-a4e7-28a1d87b95f7
23632,23632,90698318,Orthopaedics,8cd77fe7-c65d-44b3-b73c-cd891d7300cf
23633,23633,97304508,Family Medicine,24b7bfa8-ebb6-4955-a062-6c47a55bad7c
23634,23634,85166438,Orthopaedics,7e9fa324-aef0-447a-8cd3-92a70419b18b
23635,23635,84730269,Cardiology,99e14ddd-0ee3-4349-ab6b-a44acd7839c1
23636,23636,90883547,Paediatrics,97e091f4-0c7c-4278-828b-94354fd51244
23637,23637,82115437,General Practitioner,33a157b6-6a04-48a6-9cd5-bb21ab70631d
23638,23638,86902345,Obstetrics and Gynaecology (O&G),54b8bbf9-ae08-4030-b307-418783f4f83d
23639,23639,86340418,Ophthalmology,b8f389c6-6de5-41a0-b090-ddd66d1689e1
23640,23640,86298325,Orthopaedics,7c7743ce-9ca4-4931-80fa-95193d9abb09
23641,23641,86038476,Internal Medicine,f612a2f2-8dbb-4954-a2e4-f9abf05873d0
23642,23642,96893285,Obstetrics and Gynaecology (O&G),0ec568dd-36e4-4934-a62d-21969a235baa
23643,23643,86461429,Paediatrics,4de3a4a0-0dcb-4841-aa32-c14cc8f6338c
23644,23644,92756219,Paediatrics,69dc5fdb-480a-4b11-bd66-9a1cd2c168b0
23645,23645,88973965,Orthopaedics,12b0e87e-cc9b-4a9e-85e4-54b7ef676927
23646,23646,80556679,Otorhinolaryngology (ENT),02cc10da-c194-4c32-9b52-2bf34c514d6e
23647,23647,87045987,Otorhinolaryngology (ENT),ae98a34d-5250-4e4b-a7e7-095815bd73b1
23648,23648,84098944,Cardiology,40e995af-0b84-4a60-baff-420a8b46557b
23649,23649,98584422,Paediatrics,952f8cb5-10a6-40f5-a334-e155525ac53e
23650,23650,81993346,Family Medicine,63a67c22-ca8c-4052-9c79-874ba1825acc
23651,23651,93549305,General Practitioner,2b26b921-9a14-4ec3-a8d2-096ae6d9eb35
23652,23652,85340029,Dermatology,a564285e-de6f-44e3-99b1-e85ceea9ecc7
23653,23653,96005565,Ophthalmology,7c533bff-1184-4fea-ade9-0b695a572fe6
23654,23654,88196802,Internal Medicine,90ab03ca-cbe3-431b-9e16-7f0dc0e90e03
23655,23655,96823974,Otorhinolaryngology (ENT),246f5545-4895-40f9-9baf-24ad17d17331
23656,23656,99638609,Obstetrics and Gynaecology (O&G),0d969ece-3f16-41c3-96aa-21a0c44fe7ab
23657,23657,82433677,Dermatology,b05f67bd-3b2a-48d2-b3cf-a8af306eda02
23658,23658,83015393,Paediatrics,565e214a-e622-4b38-95df-275864033cac
23659,23659,99326449,General Practitioner,8c179f0a-0362-4f71-82af-9a9fe18cf6db
23660,23660,83584226,Obstetrics and Gynaecology (O&G),f99e71ca-ae9d-47ee-bc6d-6d5966190097
23661,23661,85180229,Otorhinolaryngology (ENT),9642cef2-2e55-419b-935f-66e99a396bb3
23662,23662,95302574,Orthopaedics,25dd7a00-06e6-4e5d-9342-47173b422a82
23663,23663,87006401,Internal Medicine,73a4a0f4-cecf-4a4e-8a12-bce1615fa64a
23664,23664,84539227,Otorhinolaryngology (ENT),0c43156f-f91a-4822-aa24-050a2b7cb27f
23665,23665,95591828,Orthopaedics,24625e21-3441-4a6b-8121-7eebdb6bbf58
23666,23666,86519164,Orthopaedics,7745a969-4470-42ea-8b0b-540ad7cc4510
23667,23667,87800105,Otorhinolaryngology (ENT),ed38783e-3d84-43cd-8c96-727bcad05914
23668,23668,97248905,Orthopaedics,b275ed2d-53d6-451f-8dc3-38d7dc70ef52
23669,23669,89278154,Orthopaedics,d8b735bd-0b07-49f0-8bbe-cbc6fc64c69e
23670,23670,91793677,Paediatrics,51461872-09cb-456d-b1eb-12ccf5b25620
23671,23671,96176259,Family Medicine,78ece3cd-2dca-464d-8eac-b14bfa3a01fa
23672,23672,88917554,Dermatology,a7ba34f8-c81e-40bd-b924-0b4a1b0441dc
23673,23673,94805447,Obstetrics and Gynaecology (O&G),722d3d62-46da-4abc-bd26-9f6d1227f249
23674,23674,94289659,General Practitioner,c20b4ab6-0013-4ab4-97c6-7f71bbfb4468
23675,23675,96139727,Internal Medicine,d8a914c9-a092-44d7-8c86-f00345a6d2bd
23676,23676,94616917,Family Medicine,d344141e-12cc-4b08-9c6e-f9fd1a6a08be
23677,23677,88206701,Orthopaedics,d8beb03c-d402-42c3-bd2a-c18658e882c7
23678,23678,83114021,General Practitioner,6755abe2-635e-4bb8-bacb-751cb3773b9c
23679,23679,96696102,Internal Medicine,113404fe-b0e0-4ebf-8307-a3efd08f87f3
23680,23680,87273335,Cardiology,fdc49ada-d118-4e49-b568-fde7612709de
23681,23681,89184315,Dermatology,d7937694-09d9-4322-9ff6-27b8782df1b0
23682,23682,89675061,Dermatology,52f2e868-c472-4dc2-a574-1deb4f2d9e12
23683,23683,94011638,Family Medicine,41c889c0-8628-4aed-8ba7-89fb3289aaba
23684,23684,98240594,Obstetrics and Gynaecology (O&G),94a20531-5127-4321-9787-8660842bf675
23685,23685,83247045,Paediatrics,e7c0ff7e-2b5a-453c-946b-4354ae9ca63f
23686,23686,97454258,Ophthalmology,09bb7323-cc02-4305-899b-db45c537292d
23687,23687,80334943,Obstetrics and Gynaecology (O&G),abb1aa44-ae5c-451a-af17-be9ceb9fa344
23688,23688,93709029,General Practitioner,21d25e75-3d63-4f55-a066-385af2e2049a
23689,23689,82736403,Orthopaedics,4f9a8ff0-e6f1-4ee0-a868-edf2987e1331
23690,23690,86801988,Paediatrics,6c6e876e-b986-447b-869f-6c5447ec88b2
23691,23691,82904616,Internal Medicine,016f87cb-8a05-4c55-a656-ea048cf6704f
23692,23692,95350634,Orthopaedics,2a5c6766-f35e-445a-91fb-5df273bae289
23693,23693,95337325,Family Medicine,2f5a6589-b769-4968-aee6-f644e970c4b6
23694,23694,86973075,Cardiology,5d9b2280-4c30-4aae-8b9f-e766575007ec
23695,23695,85732706,Dermatology,260d248d-99b3-43ca-8343-1c9af5001478
23696,23696,87147418,Ophthalmology,e2893b9c-787e-499c-85b3-7eeaa563e3bc
23697,23697,96187948,Cardiology,648161bc-8a23-45e5-b7da-050542ac4546
23698,23698,93183500,Ophthalmology,4b898f17-d952-49f8-b3da-fb940827cf36
23699,23699,90209522,General Practitioner,dedcad99-75f0-4d8e-b752-70e251e65104
23700,23700,98998570,Orthopaedics,725a93e1-37ed-4d3c-8f4c-47c24498170f
23701,23701,80839013,Paediatrics,39e5a2fe-5ce9-4465-81f6-6d002f58f5b6
23702,23702,98391803,Family Medicine,9916d3af-f68f-4d5c-a559-8b77c52ef5f8
23703,23703,89682341,General Practitioner,38d9113d-8a7d-4525-9ea0-2647fd996f00
23704,23704,89174787,Dermatology,261e2fef-e20d-4317-9501-750408ce22da
23705,23705,89427535,General Practitioner,29698305-5b90-49d8-bc21-af98271ef103
23706,23706,87773644,Ophthalmology,a60599ce-de6d-4e3a-be9f-aed917e31168
23707,23707,98101018,Orthopaedics,cd0c3884-a8b7-4725-8c41-b961c2eb1f56
23708,23708,94915068,Dermatology,c0146891-472c-438c-9364-29d68927a347
23709,23709,91464766,Family Medicine,02b56f90-89de-4f5b-bfc1-24483b0fe350
23710,23710,81566038,Family Medicine,bf861fbb-05dc-4952-801f-57795bb9c4f5
23711,23711,81281011,General Practitioner,00c21d87-8727-48d8-b6cc-6b4f39f0b0c2
23712,23712,90774831,Otorhinolaryngology (ENT),762e7d92-fa3c-4baf-8e6b-b5c55d928d69
23713,23713,87769808,Cardiology,bf37e9c6-2684-4447-bd59-2372ccfeb881
23714,23714,89176645,Cardiology,ee767b9f-5233-4d85-ad51-bbdc566f3f68
23715,23715,82746632,Family Medicine,3f267c15-05cd-4a8c-81bb-f52a0009e841
23716,23716,87727273,General Practitioner,1a031305-3251-45d7-a269-9a8bb5ea6334
23717,23717,88037076,Orthopaedics,ca38eb58-f0ea-4702-afcb-da803549989b
23718,23718,89708993,General Practitioner,a748277f-757d-467f-962b-7b03e3a12849
23719,23719,94933299,Internal Medicine,00b4a048-2fe1-4c81-9303-d1851eaca307
23720,23720,86285508,General Practitioner,30137f28-15e7-4fae-b7a7-bda7dbc34c0e
23721,23721,89170620,Family Medicine,db7dcfb9-e29b-4ea9-8ed0-6ee31f19b6d4
23722,23722,81261051,Cardiology,59a77c82-8514-4312-aeee-6e63d2cfe87d
23723,23723,88158608,Otorhinolaryngology (ENT),20f59617-eceb-44b9-bb5b-423baedd504e
23724,23724,88620377,Paediatrics,037ed14b-b44c-4148-9cec-1f29ecf5e1ee
23725,23725,86219520,Family Medicine,d52b2639-b8fe-489c-b3ff-fcab684e1dd6
23726,23726,90604977,Otorhinolaryngology (ENT),f8d2e2a6-0d57-436d-b6a2-d3a7de0dc860
23727,23727,89845388,Dermatology,1554c762-1d4d-4476-a225-c60ee4661204
23728,23728,94758561,Internal Medicine,67e2a525-40f4-41ab-ba9a-8510cd954e12
23729,23729,82594707,Family Medicine,b8384c76-2270-4dfe-b405-e13f98613cde
23730,23730,83513736,Otorhinolaryngology (ENT),01f1f96c-37b3-4c8d-8e68-92d1dbbffdca
23731,23731,94049545,Ophthalmology,01291d52-3d13-40b9-aedf-7ca8f68cad1f
23732,23732,93397519,Ophthalmology,8706f347-4529-46af-9bae-e8b460796815
23733,23733,98790043,Family Medicine,4aca343d-52d6-4c54-9fd7-fb4f41aace2e
23734,23734,83491989,Otorhinolaryngology (ENT),b33f7272-3eee-4dca-8950-971de0389443
23735,23735,81775830,Obstetrics and Gynaecology (O&G),bd475caa-a73a-4bd4-ace2-3b7dd53edd56
23736,23736,95618176,Internal Medicine,172e27d8-a4ec-46d2-86cb-5b39daceb6c4
23737,23737,89005002,Ophthalmology,b97f42c1-4e59-4719-a14e-f7ffc907e8a0
23738,23738,96729944,Ophthalmology,7051c910-a7d9-45b3-aca4-6873c02311eb
23739,23739,91431611,Paediatrics,d8771f6b-cd22-40d1-819b-1d7d0bc5c329
23740,23740,86748236,Family Medicine,aa474b4c-9c4c-4609-98ea-f620ef687e1a
23741,23741,99175847,Cardiology,9377d4cc-80d8-4cdb-a57b-9d9de2c83637
23742,23742,91721980,Orthopaedics,6b01ea8d-f16c-406a-9c2d-5fca11d56b40
23743,23743,91303271,Ophthalmology,b6b49ef2-06d5-44d1-9b2b-83c6bac251b7
23744,23744,81952747,Orthopaedics,0de6c6f1-00b5-471e-9e15-045850789c6b
23745,23745,87732102,Orthopaedics,e484ead8-bd87-409a-bf2d-079d8992a3a8
23746,23746,84411370,Dermatology,caf8e2a2-563a-47ea-a6f4-cf23e931ef45
23747,23747,83229005,Cardiology,7e0faa7c-9121-4ba9-b870-f5970c9e68dd
23748,23748,90339730,Dermatology,a997a99b-00b8-42a7-a873-e2b926863385
23749,23749,88052656,Orthopaedics,427120dd-35f9-492b-9884-a4dc807ba61f
23750,23750,84375111,Ophthalmology,0c327dd7-efa2-43c6-ab48-99cce71ede08
23751,23751,90456435,Paediatrics,72e2dde9-83e9-4b76-9746-4139816b33c2
23752,23752,91004144,Family Medicine,d8f755e9-cc66-4684-9a9e-dc82aaf908b0
23753,23753,86195101,Obstetrics and Gynaecology (O&G),d49f2012-706b-4a1c-bb6f-5188790bf5fe
23754,23754,95476697,Internal Medicine,6cba8771-d2d8-4f29-a4c6-70eca51952f5
23755,23755,82838456,General Practitioner,dc5b98d9-4bfa-457d-944d-6ea86a5f503a
23756,23756,83068661,Ophthalmology,0155dd8e-99ac-4b05-997b-d2b8b39f7f27
23757,23757,93097979,Obstetrics and Gynaecology (O&G),69470a66-8415-4d7a-a113-ed66dde9c096
23758,23758,89925944,Ophthalmology,9717318e-16c3-4a03-b25e-3c4bf00d5647
23759,23759,87289426,General Practitioner,0f92cd74-e8d4-4040-b9c1-c2a92988ec4b
23760,23760,95129295,Otorhinolaryngology (ENT),18426263-5392-4592-9ee5-c415264ddf3a
23761,23761,85727543,Dermatology,6273d04f-8566-479a-ac4d-76a75c84354b
23762,23762,83808091,Internal Medicine,ca2588f3-ea19-4101-b5c9-b9432d660d1a
23763,23763,85148636,General Practitioner,87853ef0-4dc6-4ef9-8f2f-d74c547c9bd6
23764,23764,82757051,Otorhinolaryngology (ENT),35a7d01b-0794-46d3-8896-6bbdc37038dc
23765,23765,99218740,Internal Medicine,c9e65ff6-bfa9-4106-b47e-cb3b8580e6f8
23766,23766,98862672,Family Medicine,78ec41b4-f603-4b3d-9d45-37634ca6729f
23767,23767,96211101,Cardiology,17269d70-5a95-4a4a-83c5-c3c094d50b00
23768,23768,91334247,Ophthalmology,d3f85b47-027c-43aa-b23b-aac1d3ebc269
23769,23769,85239103,Internal Medicine,4f8ea365-346e-4f40-908c-92aacfb50266
23770,23770,86256749,Obstetrics and Gynaecology (O&G),709adb32-fe38-454a-a926-e7ef9fb3244f
23771,23771,93950625,Paediatrics,f1db79a2-8571-4398-83f8-b14fe613f947
23772,23772,81916734,Ophthalmology,c5aceebd-1b8b-432c-a507-7c65bab823db
23773,23773,87210097,Otorhinolaryngology (ENT),6de4126b-421c-4bb7-aac5-9f5392d35d49
23774,23774,89476356,Obstetrics and Gynaecology (O&G),fde2f36b-fbda-4911-b252-c14e8ccaf81a
23775,23775,88219713,Paediatrics,9bfa5ea7-c2b8-43f5-8f8e-f3b70ce3c1dc
23776,23776,82376672,Cardiology,3f252134-f620-475b-81c5-95f68313f009
23777,23777,83285331,Orthopaedics,644ef014-d3ee-461a-8320-e6f639535154
23778,23778,88105055,Paediatrics,4176ae96-05b6-49cd-85de-cb938510777f
23779,23779,89639745,Otorhinolaryngology (ENT),a297e213-476b-45d1-bb5c-c41b22b1bb17
23780,23780,83224168,Dermatology,e70ece35-74ed-4644-b226-9f3281aebe5f
23781,23781,84421693,Paediatrics,34415c6d-8625-4125-9eb8-05404c2e6845
23782,23782,88456650,Internal Medicine,cd1f99a9-4179-4d67-bbb2-0257120fcca1
23783,23783,93058063,Cardiology,10f3b95e-9d31-41c5-b40a-483d3cb92c69
23784,23784,80364978,Orthopaedics,8dee68da-a6ed-4d4a-8f13-cd82cba2a817
23785,23785,88199812,Family Medicine,0ba5df9d-4bff-4527-904f-82c5ae2745f8
23786,23786,90531355,Otorhinolaryngology (ENT),5274d52c-2477-44ef-9abc-c56e6080eecf
23787,23787,82350971,Orthopaedics,75dd0a8d-30cd-465b-93e0-e647ac164315
23788,23788,81508812,Internal Medicine,1ae0a9d1-469e-444a-a262-c8dd83822519
23789,23789,92343402,Dermatology,1093f15e-8a9f-4adf-ade6-8f170f9365ae
23790,23790,92423984,Internal Medicine,03b2413b-044f-45f2-bc88-029956b16593
23791,23791,88483418,Paediatrics,e21236e1-8fa9-4b72-b87c-4207491c85cf
23792,23792,95012538,General Practitioner,d5b1390a-9e0e-43db-a9a2-36fd92432242
23793,23793,81620339,Paediatrics,4e8e0239-2005-45f8-a6ef-9be7d282292e
23794,23794,98717282,Internal Medicine,cfff04ad-97ce-4da7-a00d-69250ec34978
23795,23795,94180432,Paediatrics,15015224-1379-4cd2-8f93-1bf3c490fc5d
23796,23796,99049010,Cardiology,7b20eb44-c8a6-4f63-bfed-9d7046fd3a62
23797,23797,93014932,Paediatrics,99c272b0-e342-44f7-a721-6f5e2ecb1ece
23798,23798,99239283,Paediatrics,2a9af8d4-1f46-4da9-8006-dc2bd253f38a
23799,23799,97180203,Cardiology,2830d610-a1fc-449e-af13-df856e062e5a
23800,23800,98667734,Cardiology,f77fcd1a-aea1-47b4-aa7b-14467a9464f3
23801,23801,92051562,Cardiology,80472561-7f2a-402d-8aa8-4d028c714cb5
23802,23802,96276244,Otorhinolaryngology (ENT),e1b31984-b35f-4bb3-9ccc-67c0a307223f
23803,23803,95101763,Internal Medicine,558e2a8b-d71a-4f5b-87b9-4b8bc992d96a
23804,23804,81055377,Family Medicine,85befe85-3ff2-4834-beb6-f6e8d9844a92
23805,23805,88217196,Family Medicine,7f6475b6-67fe-40f4-a849-6f251aab2c32
23806,23806,86169653,Paediatrics,cd69f9ce-36a7-4d27-8134-55a4b2cda499
23807,23807,84020348,Family Medicine,7e7d2c10-d5fb-46f5-a2ae-0f8742097402
23808,23808,94049288,Otorhinolaryngology (ENT),98a5d20f-0402-45b1-958d-a6109b954078
23809,23809,93540961,Family Medicine,d7029c7f-bbc2-4cad-8ba5-8fc5534c342e
23810,23810,98694562,Cardiology,c8fa4b55-5341-4aee-bb89-981d9bb579ab
23811,23811,99124459,Obstetrics and Gynaecology (O&G),122bb8c7-8429-46e8-adb5-f3988046e507
23812,23812,93785253,General Practitioner,72bf6051-3444-48bf-820e-b9ebcb00435a
23813,23813,85493414,Dermatology,67ecd935-a008-48aa-918f-affa17c78c83
23814,23814,91303296,General Practitioner,6e0676e0-7d5a-47a6-904d-0a385506d9f6
23815,23815,89783158,Cardiology,adbbf95c-8093-4f03-91d4-2233ced9208c
23816,23816,81862615,Paediatrics,b39f1d34-7de1-4e9f-9e54-dba3c244ef29
23817,23817,82339184,Dermatology,9d402920-99bb-4fac-bd28-f02cd48d49f6
23818,23818,85268636,Obstetrics and Gynaecology (O&G),f948eafb-57a2-457b-8634-f89f598f88e0
23819,23819,93892638,General Practitioner,40b79828-bcd5-4b7c-9549-96f56998f797
23820,23820,95880978,Orthopaedics,ce428d3c-a043-44af-9c0a-407e723f99b9
23821,23821,80147707,Paediatrics,e76513be-bf22-4310-862b-405d4f91988b
23822,23822,82745803,Dermatology,55e81f4b-cd68-4006-93b4-6262ced3cb41
23823,23823,96342941,Internal Medicine,613852bc-3447-4aa1-b251-b177759cbbb5
23824,23824,84839158,Paediatrics,98caf0f1-abda-4928-90cb-94bd1b1f780f
23825,23825,97858292,General Practitioner,c9f50410-236a-4883-a86d-f50e767ada6b
23826,23826,93584208,Ophthalmology,0858670b-ad9d-4880-8127-3cc07b00e959
23827,23827,97833456,Internal Medicine,8cbe01b1-99f0-4cc3-8c1f-c2df064747b9
23828,23828,90220755,Paediatrics,959a500f-01fc-430c-a071-be91814d440b
23829,23829,96551027,Cardiology,2b9abe29-75a4-4206-816f-d2219422965b
23830,23830,91354204,Cardiology,e780e6ba-0429-45a2-9162-c3eb11bdda2c
23831,23831,91314688,Internal Medicine,bbd85afa-215c-460e-8e54-8edbe776f6c5
23832,23832,95895907,Cardiology,73a17165-bae2-4054-b76a-87932e67f3b3
23833,23833,96569316,Dermatology,41e9f03b-503c-4cf2-86d9-614fbc6e67c8
23834,23834,89589868,Paediatrics,5efca37a-c201-42b3-9c71-2b26e4823715
23835,23835,96084520,Dermatology,7943eb5f-720d-49fb-95dd-e7c97afd36d4
23836,23836,87929248,Family Medicine,2445a155-b26f-4196-ac9f-7cbd87e8d201
23837,23837,98818355,Ophthalmology,d7dee666-a417-404d-acd8-3c57600cc639
23838,23838,97054619,Obstetrics and Gynaecology (O&G),761f983c-3dde-4259-b280-352aba61c095
23839,23839,97310609,General Practitioner,76983b92-a635-411c-9d8a-6062523f01e2
23840,23840,91600919,Orthopaedics,e5181210-22df-4c05-aa0d-5324ac26423a
23841,23841,99287125,Dermatology,6f2f6fc6-4180-4672-bbcf-7584b416580e
23842,23842,87074295,Ophthalmology,f8fd4a12-f030-439e-997a-3c56e814088f
23843,23843,99708502,General Practitioner,d6183d67-d1e4-44e8-bb01-fb77793f90bf
23844,23844,95085194,Family Medicine,a4831230-e67d-4309-9bf9-f3909fcd2175
23845,23845,86650537,Dermatology,f5394ee1-371b-490e-b1d6-edc6fbe8c1a7
23846,23846,97984583,Cardiology,9dc49b99-9bb1-44d3-9a5f-fb988bb8f765
23847,23847,98606928,Dermatology,caf2dcd1-41f1-4ac9-8895-5ebbc576f58a
23848,23848,80359283,Paediatrics,6803058a-05a2-4003-9178-a174b8012e64
23849,23849,86761984,General Practitioner,c786781d-80aa-4ae9-b38f-18a0bf203152
23850,23850,93249915,Family Medicine,f097d454-7e25-4135-9613-ed1f31a877c5
23851,23851,83253142,Paediatrics,a0a42191-a242-4506-a19f-0c178fa755b8
23852,23852,93608021,Internal Medicine,c18f6c9a-2170-45ac-8d78-1f878e97ae5e
23853,23853,86114703,Internal Medicine,c2045417-6996-40ae-84e2-3df7c0e7f047
23854,23854,82059305,Otorhinolaryngology (ENT),06f14fad-26f5-46f5-80ce-38a2b672a3e2
23855,23855,89996263,Dermatology,fee089e0-3b6c-474a-80c1-d1df46471bed
23856,23856,86072166,Ophthalmology,e3d4651b-2864-4e35-a29d-37fac6f4c2b9
23857,23857,80865490,Dermatology,51af3216-dbbe-43e0-8e8d-98200d9a0797
23858,23858,90477498,Otorhinolaryngology (ENT),f846477d-e122-4e6b-a687-47c9eb1d7bcf
23859,23859,85321700,Ophthalmology,bd17bb01-8d78-4a33-9ce8-7111bc3cd7b2
23860,23860,95589542,Obstetrics and Gynaecology (O&G),defc9365-5a0e-4cd1-886c-439a64982578
23861,23861,96940999,Family Medicine,6fae9368-bfab-434d-9c23-f2a81de02c94
23862,23862,88053036,Dermatology,13c94b3a-2a8c-4a23-b918-6171e84ff3b8
23863,23863,89985078,Paediatrics,293f42b5-09ec-4c61-8bee-7a2f8fd40d7b
23864,23864,99481093,Internal Medicine,67156958-a2db-45f4-b0b9-ddb398e99c2b
23865,23865,85566313,Internal Medicine,395c77cd-20b0-4f8e-b79d-a04c3abfa07d
23866,23866,81368034,Ophthalmology,921a8fe1-fb4f-4210-b7e2-31b7ecd3869d
23867,23867,87010892,Internal Medicine,6b2591d3-b40f-4b9b-8815-781d490ab5da
23868,23868,80598293,Internal Medicine,3b3dce38-7678-4a26-9933-0e373b6e36d5
23869,23869,98768967,Obstetrics and Gynaecology (O&G),97a285f6-a277-4481-b8a1-0fdcb199cb3e
23870,23870,95956922,Dermatology,9adfc029-2450-42fc-81cd-6f97425ca8b3
23871,23871,96979086,Orthopaedics,041e4533-f83d-4243-86c3-297d0f3d24c8
23872,23872,97712878,Ophthalmology,232663fd-d2cc-4cd0-b6ca-a97dea9a25b8
23873,23873,93136519,Orthopaedics,433cbc7e-35f2-47a6-9e00-4dcdda18365a
23874,23874,80720366,Ophthalmology,69b6544c-0f17-4a23-a613-337826efb088
23875,23875,99152812,Paediatrics,77e3659c-562d-4dd2-8d36-2ac7f667de0a
23876,23876,82209713,Family Medicine,4dab2ad9-155d-426d-aa74-38e28a723d35
23877,23877,97340983,General Practitioner,8ce1d58b-9282-462a-b3fd-3207cec482fd
23878,23878,96923547,Family Medicine,5b86aa45-fe98-4f63-8bd1-ff9c15b6096b
23879,23879,96433500,Orthopaedics,2ba841cc-5ed6-4521-aa1b-9c38b217ea8e
23880,23880,86736165,Family Medicine,047984d5-c066-4db6-b2e5-9a9a34c884c5
23881,23881,97798342,Otorhinolaryngology (ENT),5883ec5b-3ac0-4e94-8a0f-f5c23754bb15
23882,23882,92119909,Orthopaedics,28a4ecd2-032d-4418-92c4-93065e2c99d7
23883,23883,95332238,Ophthalmology,27a3820c-b1cb-410c-89a1-8fb841af6b43
23884,23884,96736376,General Practitioner,d356c0f1-8814-4683-bf5b-942cae50ec06
23885,23885,95915122,Dermatology,b1b54e55-dfbb-47ee-b2b8-9bc0152e353a
23886,23886,85677678,Paediatrics,4e04fbf7-5b41-4cc4-b187-f87619c37463
23887,23887,90205311,Cardiology,4fe9292a-3aab-4524-8a11-83dc39cc2f02
23888,23888,97923468,Obstetrics and Gynaecology (O&G),c9173d68-6407-4174-a8eb-36ff1d747e63
23889,23889,99279685,Orthopaedics,f9e2dc19-bd3d-4fcc-9bea-75fe763ce5e1
23890,23890,95716470,Ophthalmology,43f0cd4d-1579-43e2-9da2-15eeb80e3d12
23891,23891,90347904,Internal Medicine,080d49ac-3fb1-4416-8bcf-bbc33a969210
23892,23892,90726026,Dermatology,a21715b8-1829-4c46-9a3b-29167e9e472d
23893,23893,91684088,Obstetrics and Gynaecology (O&G),62fff17e-266d-4e3f-8cef-37feaaa66401
23894,23894,85373602,Paediatrics,bb79636f-c31f-456b-802e-699334991747
23895,23895,81424256,Family Medicine,063cec54-0353-4b10-8f79-571f944bb5b9
23896,23896,86104433,Ophthalmology,0bc25c32-8084-4acc-a826-2c13feebacba
23897,23897,82016396,Cardiology,d5835228-d30d-484e-aef2-77f229fb34d9
23898,23898,84741928,Cardiology,90e857bc-0382-4e20-911a-f5249b4fcc95
23899,23899,85574951,General Practitioner,9ada7a0a-d498-4cfc-93eb-2f0e386357e5
